index,Unnamed: 0,Date,Year,Month,Global Temperature Anomalies,Global Precipitation,Nino 1+2 SST,Nino 1+2 SST Anomalies,Nino 3 SST,Nino 3 SST Anomalies,Nino 3.4 SST,Nino 3.4 SST Anomalies,Nino 4 SST,Nino 4 SST Anomalies,TNI OISST,TNI HadISST,PNA,OLR,SOI,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),ONI,Season (12-Month),ENSO Phase-Intensity,high,low
263,263,1971-12-01,1971,DEC,-0.06,,,,,,,,,,0.259,0.259,-1.76,,0.3,ND,-0.986,,NDJ,-0.9,1971-1972,WL,38.32258064516129,24.12903225806452
264,264,1972-01-01,1972,JAN,-0.18,,,,,,,,,,0.447,0.447,-2.46,,0.5,DJ,-0.651,,DJF,-0.7,1972-1973,SE,28.61290322580645,11.33548387096774
265,265,1972-02-01,1972,FEB,-0.13,,,,,,,,,,0.575,0.575,-2.27,,1.1,JF,-0.258,,JFM,-0.4,1972-1973,SE,29.27586206896552,13.63448275862069
266,266,1972-03-01,1972,MAR,0.08,,,,,,,,,,0.661,0.661,-0.1,,0.6,FM,-0.146,,FMA,0.1,1972-1973,SE,36.516129032258064,19.993548387096777
267,267,1972-04-01,1972,APR,0.06,,,,,,,,,,0.851,0.851,-1.95,,-0.1,MA,0.08,,MAM,0.4,1972-1973,SE,51.4,31.76
268,268,1972-05-01,1972,MAY,0.01,,,,,,,,,,1.134,1.134,0.21,,-1.6,AM,0.751,,AMJ,0.7,1972-1973,SE,69.93548387096774,47.34193548387096
269,269,1972-06-01,1972,JUN,0.13,,,,,,,,,,1.52,1.52,-0.15,,-0.5,MJ,1.546,,MJJ,0.9,1972-1973,SE,72.2,52.16666666666666
270,270,1972-07-01,1972,JUL,0.07,,,,,,,,,,1.659,1.659,-1.13,,-1.4,JJ,2.087,,JJA,1.1,1972-1973,SE,78.54838709677419,58.483870967741936
271,271,1972-08-01,1972,AUG,0.2,,,,,,,,,,1.642,1.642,-0.04,,-0.5,JA,2.209,,JAS,1.4,1972-1973,SE,76.7741935483871,58.516129032258064
272,272,1972-09-01,1972,SEP,0.1,,,,,,,,,,1.481,1.481,0.13,,-1.4,AS,2.068,,ASO,1.6,1972-1973,SE,68.83333333333333,51.53333333333333
273,273,1972-10-01,1972,OCT,0.12,,,,,,,,,,1.186,1.186,-1.49,,-0.9,SO,1.88,,SON,1.8,1972-1973,SE,53.483870967741936,34.754838709677415
274,274,1972-11-01,1972,NOV,0.03,,,,,,,,,,0.6,0.6,0.53,,-0.3,ON,1.844,,OND,2.1,1972-1973,SE,38.56666666666667,26.76
275,275,1972-12-01,1972,DEC,0.24,,,,,,,,,,0.122,0.122,-0.86,,-1.3,ND,2.008,,NDJ,2.1,1972-1973,SE,31.096774193548388,15.522580645161293
276,276,1973-01-01,1973,JAN,0.31,,,,,,,,,,-0.294,-0.294,-0.88,,-0.3,DJ,2.023,,DJF,1.8,1973-1974,SL,34.03225806451613,15.12258064516129
277,277,1973-02-01,1973,FEB,0.34,,,,,,,,,,-0.675,-0.675,-0.14,,-1.4,JF,1.756,,JFM,1.3,1973-1974,SL,29.821428571428573,8.25
278,278,1973-03-01,1973,MAR,0.29,,,,,,,,,,-1.108,-1.108,0.53,,0.7,FM,1.303,,FMA,0.5,1973-1974,SL,46.935483870967744,23.600000000000005
279,279,1973-04-01,1973,APR,0.33,,,,,,,,,,-1.22,-1.22,0.11,,0.1,MA,0.743,,MAM,-0.1,1973-1974,SL,55.03333333333333,31.80666666666666
280,280,1973-05-01,1973,MAY,0.28,,,,,,,,,,-1.119,-1.119,0.67,,0.4,AM,0.154,,AMJ,-0.5,1973-1974,SL,63.03225806451613,36.32903225806452
281,281,1973-06-01,1973,JUN,0.27,,,,,,,,,,-0.855,-0.855,1.01,,1.1,MJ,-0.52,,MJJ,-0.9,1973-1974,SL,77.03333333333333,51.14666666666666
282,282,1973-07-01,1973,JUL,0.16,,,,,,,,,,-0.561,-0.561,-0.26,,0.6,JJ,-1.077,,JJA,-1.1,1973-1974,SL,80.7741935483871,52.41290322580645
283,283,1973-08-01,1973,AUG,0.1,,,,,,,,,,-0.038,-0.038,-0.95,,1.3,JA,-1.363,,JAS,-1.3,1973-1974,SL,84.38709677419355,55.92903225806453
284,284,1973-09-01,1973,SEP,0.13,,,,,,,,,,0.501,0.501,-0.27,,1.2,AS,-1.664,,ASO,-1.5,1973-1974,SL,74.56666666666666,45.27333333333334
285,285,1973-10-01,1973,OCT,0.1,,,,,,,,,,1.149,1.149,-0.74,,0.8,SO,-1.742,,SON,-1.7,1973-1974,SL,64.74193548387096,33.877419354838715
286,286,1973-11-01,1973,NOV,0.04,,,,,,,,,,1.717,1.717,-1.66,,2.6,ON,-1.591,,OND,-2.0,1973-1974,SL,46.833333333333336,24.48
287,287,1973-12-01,1973,DEC,0.0,,,,,,,,,,1.97,1.97,0.23,,1.8,ND,-1.768,,NDJ,-2.0,1973-1974,SL,32.516129032258064,15.61290322580645
288,288,1974-01-01,1974,JAN,-0.08,,,,,,,,,,2.145,2.145,-1.54,,2.4,DJ,-2.024,,DJF,-1.8,1974-1975,WL,31.741935483870968,11.03225806451613
289,289,1974-02-01,1974,FEB,-0.25,,,,,,,,,,2.129,2.129,-1.5,,2.1,JF,-2.188,,JFM,-1.6,1974-1975,WL,28.821428571428573,7.235714285714287
290,290,1974-03-01,1974,MAR,-0.06,,,,,,,,,,1.962,1.962,-1.1,,2.4,FM,-2.088,,FMA,-1.2,1974-1975,WL,41.38709677419355,18.43870967741936
291,291,1974-04-01,1974,APR,-0.07,,,,,,,,,,1.728,1.728,-0.73,,0.9,MA,-1.802,,MAM,-1.0,1974-1975,WL,58.56666666666667,33.153333333333336
292,292,1974-05-01,1974,MAY,0.01,,,,,,,,,,1.702,1.702,-0.4,,1.0,AM,-1.241,,AMJ,-0.9,1974-1975,WL,63.774193548387096,36.38064516129031
293,293,1974-06-01,1974,JUN,0.0,,,,,,,,,,1.502,1.502,-1.36,1.1,0.4,MJ,-0.821,,MJJ,-0.8,1974-1975,WL,74.93333333333334,48.13333333333333
294,294,1974-07-01,1974,JUL,0.02,,,,,,,,,,1.229,1.229,-0.09,0.0,1.1,JJ,-0.976,,JJA,-0.5,1974-1975,WL,84.35483870967742,54.50967741935485
295,295,1974-08-01,1974,AUG,0.11,,,,,,,,,,0.89,0.89,0.9,1.0,0.8,JA,-0.858,,JAS,-0.4,1974-1975,WL,81.45161290322581,48.096774193548384
296,296,1974-09-01,1974,SEP,-0.05,,,,,,,,,,0.825,0.825,0.35,0.9,1.1,AS,-0.543,,ASO,-0.4,1974-1975,WL,70.13333333333334,39.8
297,297,1974-10-01,1974,OCT,-0.03,,,,,,,,,,0.636,0.636,0.93,1.1,0.9,SO,-0.815,,SON,-0.6,1974-1975,WL,60.12903225806452,30.5741935483871
298,298,1974-11-01,1974,NOV,-0.1,,,,,,,,,,0.479,0.479,0.53,1.0,-0.1,ON,-1.094,,OND,-0.8,1974-1975,WL,46.66666666666666,17.720000000000002
299,299,1974-12-01,1974,DEC,-0.09,,,,,,,,,,0.361,0.361,0.38,0.1,0.2,ND,-1.033,,NDJ,-0.6,1974-1975,WL,33.935483870967744,15.4
300,300,1975-01-01,1975,JAN,0.05,,,,,,,,,,0.6,0.6,-1.2,-0.2,-0.5,DJ,-0.703,,DJF,-0.5,1975-1976,SL,34.16129032258065,13.567741935483872
301,301,1975-02-01,1975,FEB,0.1,,,,,,,,,,0.749,0.749,-0.51,1.1,0.8,JF,-0.479,,JFM,-0.6,1975-1976,SL,31.964285714285715,9.714285714285714
302,302,1975-03-01,1975,MAR,0.16,,,,,,,,,,0.855,0.855,-0.81,1.1,1.6,FM,-0.625,,FMA,-0.7,1975-1976,SL,38.483870967741936,12.851612903225808
303,303,1975-04-01,1975,APR,0.09,,,,,,,,,,0.949,0.949,-0.67,0.7,1.2,MA,-0.953,,MAM,-0.7,1975-1976,SL,49.3,26.26
304,304,1975-05-01,1975,MAY,0.15,,,,,,,,,,1.337,1.337,0.6,1.4,0.6,AM,-1.083,,AMJ,-0.8,1975-1976,SL,73.64516129032258,41.72258064516129
305,305,1975-06-01,1975,JUN,0.08,,,,,,,,,,1.461,1.461,-0.31,1.0,1.3,MJ,-1.168,,MJJ,-1.0,1975-1976,SL,78.13333333333334,49.11333333333333
306,306,1975-07-01,1975,JUL,0.02,,,,,,,,,,1.503,1.503,-1.53,1.2,1.9,JJ,-1.408,,JJA,-1.1,1975-1976,SL,83.09677419354838,53.483870967741936
307,307,1975-08-01,1975,AUG,-0.09,,,,,,,,,,1.734,1.734,-1.1,1.4,2.0,JA,-1.744,,JAS,-1.2,1975-1976,SL,80.03225806451613,45.71612903225805
308,308,1975-09-01,1975,SEP,0.02,,,,,,,,,,1.933,1.933,-0.23,1.3,2.1,AS,-2.055,,ASO,-1.4,1975-1976,SL,65.86666666666666,35.373333333333335
309,309,1975-10-01,1975,OCT,-0.15,,,,,,,,,,1.983,1.983,-0.65,1.4,1.7,SO,-2.27,,SON,-1.4,1975-1976,SL,63.41935483870968,37.29032258064516
310,310,1975-11-01,1975,NOV,-0.19,,,,,,,,,,1.946,1.946,-0.63,1.3,1.2,ON,-2.19,,OND,-1.6,1975-1976,SL,53.03333333333333,27.25333333333333
311,311,1975-12-01,1975,DEC,-0.12,,,,,,,,,,1.908,1.908,-0.16,1.9,2.1,ND,-1.909,,NDJ,-1.7,1975-1976,SL,34.29032258064516,11.819354838709677
312,312,1976-01-01,1976,JAN,-0.02,,,,,,,,,,1.725,1.725,-0.25,1.1,1.4,DJ,-1.764,,DJF,-1.6,1976-1977,WE,26.161290322580644,3.212903225806452
313,313,1976-02-01,1976,FEB,-0.07,,,,,,,,,,1.727,1.727,-2.38,1.2,1.7,JF,-1.626,,JFM,-1.2,1976-1977,WE,39.41379310344828,17.179310344827584
314,314,1976-03-01,1976,MAR,-0.15,,,,,,,,,,1.697,1.697,-1.78,0.3,1.7,FM,-1.459,,FMA,-0.7,1976-1977,WE,47.483870967741936,16.8
315,315,1976-04-01,1976,APR,-0.01,,,,,,,,,,1.813,1.813,0.92,0.7,0.3,MA,-1.289,,MAM,-0.5,1976-1977,WE,58.86666666666667,30.48666666666667
316,316,1976-05-01,1976,MAY,-0.18,,,,,,,,,,2.058,2.058,0.58,0.4,0.4,AM,-0.777,,AMJ,-0.3,1976-1977,WE,64.70967741935483,36.38709677419355
317,317,1976-06-01,1976,JUN,-0.07,,,,,,,,,,2.354,2.354,-1.32,-0.4,0.3,MJ,-0.007,,MJJ,-0.1,1976-1977,WE,80.73333333333333,51.05333333333332
318,318,1976-07-01,1976,JUL,0.0,,,,,,,,,,2.206,2.206,-0.12,-0.5,-0.9,JJ,0.674,,JJA,0.2,1976-1977,WE,82.06451612903226,51.90967741935484
319,319,1976-08-01,1976,AUG,-0.04,,,,,,,,,,1.881,1.881,-0.62,-0.6,-0.8,JA,0.771,,JAS,0.4,1976-1977,WE,80.19354838709677,45.25806451612903
320,320,1976-09-01,1976,SEP,0.02,,,,,,,,,,1.352,1.352,-0.04,-0.3,-1.1,AS,0.948,,ASO,0.6,1976-1977,WE,72.16666666666667,39.02
321,321,1976-10-01,1976,OCT,-0.21,,,,,,,,,,0.809,0.809,0.91,-0.5,0.4,SO,1.272,,SON,0.8,1976-1977,WE,54.45161290322581,30.41935483870968
322,322,1976-11-01,1976,NOV,-0.05,,,,,,,,,,0.303,0.303,1.72,0.2,0.7,ON,0.982,,OND,0.9,1976-1977,WE,38.833333333333336,16.573333333333338
323,323,1976-12-01,1976,DEC,0.16,,,,,,,,,,0.066,0.066,0.21,-0.8,-0.3,ND,0.731,,NDJ,0.9,1976-1977,WE,26.677419354838708,3.974193548387096
324,324,1977-01-01,1977,JAN,0.24,,,,,,,,,,-0.164,-0.164,1.6,-0.7,-0.4,DJ,0.71,,DJF,0.7,1977-1978,WE,18.41935483870968,1.7225806451612902
325,325,1977-02-01,1977,FEB,0.2,,,,,,,,,,-0.266,-0.266,2.43,0.6,1.2,JF,0.651,,JFM,0.6,1977-1978,WE,30.071428571428573,10.821428571428571
326,326,1977-03-01,1977,MAR,0.23,,,,,,,,,,-0.445,-0.445,-0.69,-1.1,-0.5,FM,0.548,,FMA,0.3,1977-1978,WE,49.064516129032256,23.361290322580647
327,327,1977-04-01,1977,APR,0.26,,,,,,,,,,-0.657,-0.657,-0.32,0.0,-0.4,MA,0.558,,MAM,0.2,1977-1978,WE,62.9,31.24
328,328,1977-05-01,1977,MAY,0.31,,,,,,,,,,-0.907,-0.907,-0.56,0.4,-0.5,AM,0.511,,AMJ,0.2,1977-1978,WE,78.80645161290323,46.45806451612904
329,329,1977-06-01,1977,JUN,0.28,,,,,,,,,,-1.185,-1.185,0.57,0.4,-0.9,MJ,0.421,,MJJ,0.3,1977-1978,WE,75.7,43.13333333333333
330,330,1977-07-01,1977,JUL,0.22,,,,,,,,,,-1.527,-1.527,-1.04,-0.2,-1.1,JJ,0.641,,JJA,0.4,1977-1978,WE,85.0,54.096774193548384
331,331,1977-08-01,1977,AUG,0.23,,,,,,,,,,-1.733,-1.733,2.2,0.0,-0.8,JA,0.749,,JAS,0.4,1977-1978,WE,79.3225806451613,45.07096774193548
332,332,1977-09-01,1977,SEP,0.12,,,,,,,,,,-1.947,-1.947,-0.72,0.0,-0.8,AS,0.715,,ASO,0.6,1977-1978,WE,70.5,35.36666666666667
333,333,1977-10-01,1977,OCT,0.07,,,,,,,,,,-2.106,-2.106,1.25,-0.2,-1.0,SO,0.831,,SON,0.7,1977-1978,WE,57.516129032258064,28.81290322580645
334,334,1977-11-01,1977,NOV,0.19,,,,,,,,,,-1.913,-1.913,-0.22,-0.7,-1.3,ON,1.01,,OND,0.8,1977-1978,WE,45.833333333333336,24.3
335,335,1977-12-01,1977,DEC,0.1,,,,,,,,,,-1.636,-1.636,-0.8,-1.9,-1.1,ND,1.112,,NDJ,0.8,1977-1978,WE,30.677419354838708,12.129032258064514
336,336,1978-01-01,1978,JAN,0.12,,,,,,,,,,-1.571,-1.571,0.13,-0.9,-0.3,DJ,0.939,,DJF,0.7,1978-1979,N,24.161290322580644,3.1935483870967745
337,337,1978-02-01,1978,FEB,0.16,,,,,,,,,,-1.284,-1.284,1.4,-0.9,-2.7,JF,0.846,,JFM,0.4,1978-1979,N,22.178571428571427,-1.721428571428571
338,338,1978-03-01,1978,MAR,0.22,,,,,,,,,,-1.0,-1.0,-0.18,,-0.2,FM,0.895,,FMA,0.1,1978-1979,N,34.67741935483871,5.696774193548387
339,339,1978-04-01,1978,APR,0.15,,,,,,,,,,-0.984,-0.984,-0.19,,-0.3,MA,0.57,,MAM,-0.2,1978-1979,N,54.43333333333333,21.37333333333333
340,340,1978-05-01,1978,MAY,0.11,,,,,,,,,,-0.905,-0.905,-0.73,,1.4,AM,0.023,,AMJ,-0.3,1978-1979,N,69.16129032258064,37.0516129032258
341,341,1978-06-01,1978,JUN,0.04,,,,,,,,,,-0.786,-0.786,-0.92,,0.7,MJ,-0.235,,MJJ,-0.3,1978-1979,N,77.4,44.62
342,342,1978-07-01,1978,JUL,0.09,,,,,,,,,,-0.732,-0.732,-2.43,,0.6,JJ,-0.137,,JJA,-0.4,1978-1979,N,80.7741935483871,43.77419354838709
343,343,1978-08-01,1978,AUG,-0.07,,,,,,,,,,-0.616,-0.616,0.02,,0.4,JA,0.19,,JAS,-0.4,1978-1979,N,80.25806451612904,51.99354838709677
344,344,1978-09-01,1978,SEP,0.1,,,,,,,,,,-0.349,-0.349,1.38,,0.1,AS,-0.056,,ASO,-0.4,1978-1979,N,76.1,42.79333333333333
345,345,1978-10-01,1978,OCT,0.06,,,,,,,,,,-0.085,-0.085,0.69,,-0.4,SO,-0.142,,SON,-0.3,1978-1979,N,57.74193548387097,35.90967741935484
346,346,1978-11-01,1978,NOV,0.18,,,,,,,,,,0.022,0.022,-0.48,,0.0,ON,0.39,,OND,-0.1,1978-1979,N,47.266666666666666,24.953333333333333
347,347,1978-12-01,1978,DEC,0.12,,,,,,,,,,-0.188,-0.188,-1.02,,-0.1,ND,0.626,,NDJ,0.0,1978-1979,N,32.54838709677419,14.232258064516133
348,348,1979-01-01,1979,JAN,0.15,84.06,,,,,,,,,-0.343,-0.343,-1.54,-0.7,-0.4,DJ,0.577,0.47,DJF,0.0,1979-1980,WE,21.90322580645161,7.561290322580645
349,349,1979-02-01,1979,FEB,-0.04,76.5,,,,,,,,,-0.309,-0.309,-2.73,-0.6,1.0,JF,0.402,0.29,JFM,0.1,1979-1980,WE,22.035714285714285,1.8428571428571427
350,350,1979-03-01,1979,MAR,0.17,83.7,,,,,,,,,-0.347,-0.347,0.08,-0.3,0.1,FM,0.132,-0.05,FMA,0.2,1979-1980,WE,46.064516129032256,22.90322580645161
351,351,1979-04-01,1979,APR,0.09,78.56,,,,,,,,,-0.187,-0.187,-0.15,0.3,-0.1,MA,0.164,0.21,MAM,0.3,1979-1980,WE,52.56666666666667,29.080000000000005
352,352,1979-05-01,1979,MAY,0.14,80.87,,,,,,,,,0.067,0.067,1.27,0.0,0.5,AM,0.623,0.27,AMJ,0.2,1979-1980,WE,67.12903225806451,42.2967741935484
353,353,1979-06-01,1979,JUN,0.19,81.27,,,,,,,,,0.333,0.333,-1.64,0.3,0.6,MJ,0.637,-0.11,MJJ,0.1,1979-1980,WE,77.83333333333333,50.14666666666666
354,354,1979-07-01,1979,JUL,0.12,82.78,,,,,,,,,0.44,0.44,0.51,0.5,1.3,JJ,0.346,-0.11,JJA,0.0,1979-1980,WE,81.12903225806451,52.27741935483871
355,355,1979-08-01,1979,AUG,0.21,83.58,,,,,,,,,0.462,0.462,0.67,0.2,-0.2,JA,0.584,0.47,JAS,0.2,1979-1980,WE,76.51612903225806,48.71612903225807
356,356,1979-09-01,1979,SEP,0.28,81.33,,,,,,,,,0.302,0.302,1.02,-0.1,0.1,AS,0.876,0.38,ASO,0.3,1979-1980,WE,75.36666666666666,45.513333333333335
357,357,1979-10-01,1979,OCT,0.28,80.15,,,,,,,,,0.007,0.007,1.85,-0.7,-0.1,SO,0.818,0.23,SON,0.5,1979-1980,WE,57.25806451612903,33.92903225806452
358,358,1979-11-01,1979,NOV,0.27,81.96,,,,,,,,,-0.285,-0.285,0.51,-0.5,-0.4,ON,0.831,0.53,OND,0.5,1979-1980,WE,45.53333333333333,23.246666666666663
359,359,1979-12-01,1979,DEC,0.51,80.02,,,,,,,,,-0.758,-0.758,-0.68,-0.5,-0.7,ND,1.012,0.63,NDJ,0.6,1979-1980,WE,37.12903225806452,16.67096774193548
360,360,1980-01-01,1980,JAN,0.36,83.53,,,,,,,,,-1.073,-1.073,-1.01,0.6,0.4,DJ,1.014,0.33,DJF,0.6,1980-1981,N,28.967741935483872,10.380645161290325
361,361,1980-02-01,1980,FEB,0.46,76.28,,,,,,,,,-1.201,-1.201,2.03,0.4,0.3,JF,0.813,0.2,JFM,0.5,1980-1981,N,26.689655172413797,7.441379310344827
362,362,1980-03-01,1980,MAR,0.35,82.75,,,,,,,,,-1.039,-1.039,-0.64,-1.1,-0.4,FM,0.832,0.39,FMA,0.3,1980-1981,N,38.193548387096776,15.412903225806453
363,363,1980-04-01,1980,APR,0.35,77.5,,,,,,,,,-0.996,-0.996,1.66,0.0,-0.6,MA,1.167,0.51,MAM,0.4,1980-1981,N,53.46666666666667,26.49333333333333
364,364,1980-05-01,1980,MAY,0.39,81.21,,,,,,,,,-1.039,-1.039,-0.16,-0.2,0.0,AM,1.249,0.45,AMJ,0.5,1980-1981,N,70.12903225806451,42.87096774193548
365,365,1980-06-01,1980,JUN,0.27,79.96,,,,,,,,,-1.038,-1.038,-0.81,-0.7,0.0,MJ,0.919,0.55,MJJ,0.5,1980-1981,N,74.1,46.566666666666656
366,366,1980-07-01,1980,JUL,0.31,82.22,,,,,,,,,-1.018,-1.018,-0.81,-0.3,0.0,JJ,0.783,0.47,JJA,0.3,1980-1981,N,82.09677419354838,51.935483870967744
367,367,1980-08-01,1980,AUG,0.28,83.77,,,,,,,,,-1.135,-1.135,-2.03,-0.9,0.4,JA,0.689,0.03,JAS,0.0,1980-1981,N,80.09677419354838,50.61935483870968
368,368,1980-09-01,1980,SEP,0.25,79.25,,,,,,,,,-1.284,-1.284,-0.08,0.0,-0.5,AS,0.411,0.12,ASO,-0.1,1980-1981,N,71.7,43.56
369,369,1980-10-01,1980,OCT,0.19,81.86,,,,,,,,,-1.29,-1.29,2.87,-0.3,0.0,SO,0.336,0.02,SON,0.0,1980-1981,N,53.193548387096776,30.929032258064517
370,370,1980-11-01,1980,NOV,0.26,78.56,,,,,,,,,-1.393,-1.393,1.28,-0.4,-0.3,ON,0.226,-0.07,OND,0.1,1980-1981,N,44.3,24.186666666666667
371,371,1980-12-01,1980,DEC,0.24,80.17,,,,,,,,,-1.425,-1.425,-0.57,0.3,-0.1,ND,0.189,-0.12,NDJ,0.0,1980-1981,N,31.83870967741936,10.232258064516127
372,372,1981-01-01,1981,JAN,0.51,84.13,,,,,,,,,-1.35,-1.35,2.46,0.4,0.4,DJ,-0.087,-0.36,DJF,-0.3,1981-1982,N,25.741935483870968,5.909677419354839
373,373,1981-02-01,1981,FEB,0.42,75.14,,,,,,,,,-1.094,-1.094,0.21,-0.7,-0.2,JF,-0.337,-0.23,JFM,-0.5,1981-1982,N,34.714285714285715,12.071428571428571
374,374,1981-03-01,1981,MAR,0.46,81.08,,,,,,,,,-0.835,-0.835,1.27,-0.9,-1.3,FM,-0.128,0.33,FMA,-0.5,1981-1982,N,44.03225806451613,21.17419354838709
375,375,1981-04-01,1981,APR,0.34,78.65,,,,,,,,,-0.558,-0.558,-1.23,-0.9,-0.1,MA,0.362,0.43,MAM,-0.4,1981-1982,N,58.833333333333336,30.96
376,376,1981-05-01,1981,MAY,0.28,80.23,,,,,,,,,-0.496,-0.496,1.83,0.5,0.8,AM,0.29,-0.24,AMJ,-0.3,1981-1982,N,65.93548387096774,39.129032258064505
377,377,1981-06-01,1981,JUN,0.33,80.64,,,,,,,,,-0.464,-0.464,-0.1,0.4,1.2,MJ,0.013,-0.7,MJJ,-0.3,1981-1982,N,78.16666666666667,50.126666666666665
378,378,1981-07-01,1981,JUL,0.32,84.18,,,,,,,,,-0.533,-0.533,-1.02,0.1,0.8,JJ,-0.096,-0.61,JJA,-0.3,1981-1982,N,81.64516129032258,53.21935483870968
379,379,1981-08-01,1981,AUG,0.35,84.08,,,,,,,,,-0.605,-0.605,-1.54,0.9,0.7,JA,-0.076,-0.34,JAS,-0.3,1981-1982,N,80.61290322580645,43.7483870967742
380,380,1981-09-01,1981,SEP,0.22,81.39,,,,,,,,,-0.708,-0.708,0.08,0.0,0.3,AS,0.082,-0.07,ASO,-0.2,1981-1982,N,67.2,38.99999999999999
381,381,1981-10-01,1981,OCT,0.25,82.74,,,,,,,,,-0.617,-0.668,-1.43,0.2,-0.4,SO,0.201,-0.16,SON,-0.1,1981-1982,N,55.61290322580645,28.587096774193544
382,382,1981-11-01,1981,NOV,0.29,82.56,,,,,,,,,-0.621,-0.52,1.19,0.3,0.2,ON,0.177,-0.27,OND,-0.2,1981-1982,N,47.93333333333333,22.966666666666672
383,383,1981-12-01,1981,DEC,0.46,83.89,,,,,,,,,-0.708,-0.403,-0.42,-0.2,0.5,ND,0.064,-0.19,NDJ,-0.1,1981-1982,N,32.54838709677419,16.74838709677419
384,384,1982-01-01,1982,JAN,0.09,85.0,24.28,-0.24,25.84,0.17,26.65,0.08,28.01,-0.21,-1.067,-0.565,-1.75,0.9,1.2,DJ,0.077,-0.43,DJF,-0.1,1982-1983,VSE,22.967741935483872,5.04516129032258
385,385,1982-02-01,1982,FEB,0.21,74.76,25.38,-0.72,26.26,-0.11,26.54,-0.2,27.99,-0.11,-1.466,-0.753,-1.2,0.1,0.3,JF,0.019,-0.49,JFM,0.1,1982-1983,VSE,27.428571428571427,7.72142857142857
386,386,1982-03-01,1982,MAR,0.05,86.95,25.22,-1.38,26.92,-0.25,27.09,-0.14,28.18,-0.05,-1.922,-0.931,-1.66,-0.6,0.6,FM,0.107,-0.27,FMA,0.2,1982-1983,VSE,38.87096774193548,18.8
387,387,1982-04-01,1982,APR,0.16,80.76,24.57,-1.16,27.52,-0.05,27.83,0.02,28.61,0.1,-2.359,-1.271,-2.08,0.0,0.1,MA,0.44,-0.36,MAM,0.5,1982-1983,VSE,52.66666666666666,26.586666666666662
388,388,1982-05-01,1982,MAY,0.18,82.86,24.0,-0.62,27.7,0.49,28.37,0.49,29.19,0.4,-2.364,-1.319,-0.53,0.4,-0.3,AM,0.949,-0.12,AMJ,0.7,1982-1983,VSE,74.83870967741936,38.92258064516129
389,389,1982-06-01,1982,JUN,0.1,82.28,22.88,-0.29,27.1,0.46,28.35,0.65,29.46,0.62,-1.924,-0.955,2.17,-0.2,-1.0,MJ,1.48,0.62,MJJ,0.7,1982-1983,VSE,72.16666666666667,39.986666666666665
390,390,1982-07-01,1982,JUL,0.19,83.31,22.07,0.24,26.14,0.27,27.57,0.27,28.76,-0.02,-1.418,-0.407,0.49,-1.2,-1.5,JJ,1.768,1.65,JJA,0.8,1982-1983,VSE,81.35483870967742,48.916129032258056
391,391,1982-08-01,1982,AUG,0.11,86.99,21.71,0.85,26.05,0.83,27.76,0.86,28.7,0.01,-0.811,0.02,0.31,-1.6,-1.7,JA,1.841,1.91,JAS,1.1,1982-1983,VSE,77.64516129032258,46.32903225806451
392,392,1982-09-01,1982,SEP,0.2,80.31,21.91,1.33,26.5,1.49,28.01,1.24,28.91,0.24,0.196,0.87,0.83,-1.4,-1.7,AS,1.871,1.69,ASO,1.6,1982-1983,VSE,70.6,36.91333333333333
393,393,1982-10-01,1982,OCT,0.17,82.12,22.67,1.8,27.04,1.96,28.5,1.73,29.11,0.43,0.981,1.535,-0.86,-1.8,-1.7,SO,2.254,1.78,SON,2.0,1982-1983,VSE,62.64516129032258,35.34193548387097
394,394,1982-11-01,1982,NOV,0.16,81.36,24.4,2.78,27.39,2.19,28.5,1.68,28.85,0.18,1.44,1.87,-0.47,-2.0,-2.6,ON,2.593,2.14,OND,2.2,1982-1983,VSE,46.93333333333333,20.320000000000004
395,395,1982-12-01,1982,DEC,0.45,85.02,25.73,2.89,28.07,2.8,28.85,2.21,28.81,0.36,1.683,1.913,0.45,-0.9,-2.2,ND,2.777,2.37,NDJ,2.2,1982-1983,VSE,41.096774193548384,16.741935483870968
396,396,1983-01-01,1983,JAN,0.49,83.76,26.82,2.3,28.37,2.69,28.7,2.13,28.63,0.41,1.822,2.096,0.87,-1.5,-3.5,DJ,3.08,2.48,DJF,2.2,1983-1984,WL,32.16129032258065,11.387096774193548
397,397,1983-02-01,1983,FEB,0.46,74.8,27.65,1.55,28.39,2.01,28.54,1.81,28.51,0.41,1.991,2.332,1.44,-0.7,-3.6,JF,3.31,2.68,JFM,1.9,1983-1984,WL,37.67857142857143,14.3
398,398,1983-03-01,1983,MAR,0.42,82.13,28.34,1.73,28.48,1.32,28.45,1.22,28.59,0.37,2.282,2.672,2.03,0.1,-2.4,FM,3.349,2.61,FMA,1.5,1983-1984,WL,45.38709677419355,19.23225806451613
399,399,1983-04-01,1983,APR,0.28,77.87,28.1,2.37,28.76,1.19,28.49,0.68,28.49,-0.02,2.929,3.351,0.98,0.3,-0.9,MA,3.084,2.76,MAM,1.3,1983-1984,WL,51.2,23.186666666666667
400,400,1983-05-01,1983,MAY,0.38,82.02,27.87,3.26,28.64,1.43,28.56,0.68,28.97,0.18,3.734,4.14,-0.08,-0.8,0.6,AM,2.665,2.86,AMJ,1.1,1983-1984,WL,62.935483870967744,32.774193548387096
